,JwMarriot_reviews,Sentiments
1287,years business travel hotels around world never experienced high level hospitality service hotelfrom gm front desk management lounge management hotel staff calming property beach mumbai away big city madness hotel gem marriotts crown experienced best marriott spg option mumbai,1
1288,corporate account jwm hotel since last two years client uk ireland booked stay hotel everyone love hotel ambience rooms breakfast spread swimming pool restaurant everything good staff excellent helpful important element close beach take walk early morning nice relax feeling away noise pollution need stay hotel experience close international airport,1
1289,jw marriot juhu property located min away juhu beach approximately km away chhatrapati shivaji airport room great ensure breathtaking view arabian sea lovely bathroom wife booked property night stay celebrate wife birthday marriage booked hotel help bonzo travel services recommended one colleague bonzo travel services provide us excellent service even cannot imagine starting check inn till checkout happy part bonzo travel service,1
1290,didnt feel like star hotel hair dryer teapot didnt work blood stains mattress stay away asian restaurant ambiance pretentious food awful fish fresh brought random sides listed menu looked like use left overs crows pool annoying buffet good breakfast dinner staff friendly,2
1291,stayed days catch friends beautiful hotel great meals breakfast lunch room service dinner various times business lounge excellent high tea evening cocktails well received pool area gorgeous staff extremely courteous helpful,1
1292,never thought city hotel could awesome jw marriott one everything right decor classy hotel huge lobby airy flawlessly maintainedright lift lobby pool oh pool area lovely rooms perfect size well furnished coziest bed overlook pool juhu beachwhat ask breakfast buffet endless service quick room dining menu quite extensive overall service levels top notch bombay baking company serves best danish pastry town cafe mocha must try hotels get things right third one seen farits fabulous really find fault would say breakfast,1
1293,jw marriot signature two ways property surely ups quotient sure reminds bit jw property goa bit similar thought terms inside layout great hospitality welcome staff heart city people familiar marriot character surely go option mumbai place buzzes activity juhu must stay jwm,1
1294,hotel best marriott hotel locationthe ambiencethe rooms pool everything excellentthe food best especially breakfast buffetthe parlour disco amazingwe didnt even leave hotel everything available inside hotelwould definitely recommend hotel everyone,1
1295,great staff clean delicious food close locations mumbai great experience staying highly recommend hotel looking back next year another visit unforgettable expreience,1
1296,hotel provides break hustle bustle mumbai security place ensure safety guests reviewing vehicle scanning bags enter entrance spacious provide view garden pool area definitely return even service buffet area attention detail comes service set experience apart team makes effort get know example wanting make sure heard correct ordered regular coffee decaf previous night setting dessert spoon place left dessert table chef ensured got butter chicken set knew appreciate might slightly overwhelming guests,1
1297,amazing location awesome service great spread buffet love hotel see people complaining food spread daily well yes might think adding options even beer options limited executive lounge closes pretty soon entered around said closed barring things still loved hotel hospitality,1
1298,ideally located beach juhu close proximity market eateries chowpatty hotel presents guest perfect experience mumbai close proximity airport helps well esp busy mumbai traffic stayed deluxe ocean view room lot plus including good view great service executive lounge room size however small esp compared taj lands end hotel struggles good food stayed nights end could guess break fast lunch menu also pin point blind folded dishes would placed menu rotation almost non existent could gets lot business travelers pool however makes exciting esp little ones,1
1299,stayed weekend favorite part dinner saffron sleep comfortable bed jw marriott reading please reply details buy bedmattress coverings hotel nice freshly renovated everybody wanted make happy pool area also looked inviting enough time use didnt like complicated antiquated telephones room way call reception desk directly,1
1300,one favorite hotels preferred destination visit mumbai always good service however one notice trying make even better sous chef room service personnel gym trainer service organization engaged guests made experience pleasant one,1
1301,beautiful scenery arabian sea fantastic behind hotel pool nonalcoholic found strange disappointing call atyourservice prepared hold every time call addition atyourservice take room service order like marriotts pass another hold executive lounge average get great view lounge limited food great ok hotel nearly good jws india,1
1302,nice confortable hotel well situated near center city easy go visit popular places staff helpful supportive rooms ok may furniture need refreshment still confortable nice view,1
1303,came hotel business purpose stay really amazing enjoyed stay lot staff really helpful specially reception people housekeeping staff also liked food well,1
1304,landed mumbai early morning flight asked early check promptly given one offered breakfast free made difference day room plush without needless decoration service smooth fuss know need deliver quietly focus work,1
1305,distinctive entrance jw marriot stunning hotel symbol modern india service within really makes jw marriott extraordinary recent travels india booked luxurious star hotels jw marriott offered finest service experiences throughout right chauffeur service top range series bmw limo highlight stay j w marriott world class dining experience well done extending guests,1
1306,high ceilings grand vestibule staircases give quite grand appearance views entrance hotel sea certainly dont build like days room newly renovated large comfortable service standards high food cafe excellent though gave hotel stars showing age bit must say typical properties area real estate expensive little modern development beach miserable hotel handy airport,1
1307,hotel deserves one marriotts flagship hotel fabulous spacious well appointed excellent service swimming pools catered children swimmers well designed inviting food served breakfast provided extensive choices waiters couldnt helpful,1
1308,amazing staff service courteous regarding loved food cleanlinessqualityclose beach took weekend package worth money dinner buffet breakfast buffet delicious,1
1309,jw marriott juhu beyond compare elegant modern traditional values youre treated vip minute arrive front desk manager deepika kukreja attentive exceptionally accommodating requests guests nights professional approachable room beautiful housekeeping amazing job day thank deepak manager pravin housekeeper looking us shefali qadri exceptional morning buffet evening executive lounge always upbeat talkative informative approachable took good us providing quality care guests exceptional people executive lounge ivan swati,1
1310,jw marriott juhu location like best near airport hotel construction little old look maintain well new amenities aromatherapy toiletries awesome food good service amazing u luck u would see film star hotel popular stars even meet one recommend hotel everyone n take see view room,1
1311,hotel property good great lobby dining areas modern furnishing rooms smaller side cosy frequent business traveller compare service hotel star category hotels thoroughly disappointed service lacked training courtesy communication amongst staff terrible food portions miserly would recommend hotel paying great experience,1
1312,stayed jw marriott juhu many occasions recently feb stay always terrific relaxing staff levels hospitable ensured stay comfortable well needs met enjoyed gym spa facilities lotus cafe reflections bar fantastic executive lounge also good go back jw juhu place feels like home,1
1313,stayed two nights early march ended floor facing pool great service checking checking good service reflections bar wals pal clean throughout didnt food hotel cannot comment menu dishes good location also many sights shops would recommend getting auto rickshaw outside hotel gates quick cheap rides,1
1314,patronizing jw marriott long stay business travel jw marriott juhu definitely miles ahead jw india club rooms good basic amenities certain upgrades need done like iports rooms still good old models new iphone cannot connected club lounge facilities fantastic morning breakfast lotus cafe lavishly laid one breakfast choice rooms sea view great city view rooms recommended unless one gets discount,1
1315,never great breakfast serve even four different types honey good selection juices beetroot carrot lytchi massala chai must try well made order dosas naan,1
1316,staying jw marriott mumbai business pleasure trips since twice year experience hotel pleasant time staff brilliant service good guys entrance concierge lotus café house keeping crew staff bbc fantastic cannot say front desk crew though pay attention guests needs seem hurry apparent reason find unwelcoming proper answer questions makes forget good customer service unlike marriott standard front desk staff service received,1
1317,final stop touring southern india wanted relax sleep eat well everything wonderful spa treatments fabulous room plenty space two us food variety great italian restaurant excellent great place catch breath returning home,1
1318,wonderful stay new years new years party didnt look like much fun expensive room great lovely bathroom bombay baking co best chicken burrito ever good got twice days pool cold would better summer time dashanzi restaurant average preferred mezzo mezzo restaurant staff hotel polite helpful would recommend place,1
1319,stayed five days say wished time service excellent checking checking staff made stay like home jigyasa nigam front desk manager checked us made adjustments needed staff executive lounge made us feel part family samantha simta yean went extra yard lounge chef senthilmade mouth watering dishes us rooms clean well kept making return journey soon,1
1320,visit serving alcohol foreigners coffee shop along duty manager staff party whole thing objected due face abuses group boys though wrote email gm aug mentioning entire episode till date acknowledgement email customers treated alike whether indian foreigners policies high time indians get second class treatment,2
1321,stayed hotel couple times years every time feels better previous one atmosphere good vibes positive buffet breakfast dinner lavish also treated complimentary wine bottle evening,1
1322,incredible hotel everywhere go feel unique lots attention staff beautiful pools great restaurant far airport executive lounge amazing view beach really great food,1
1323,last visited one night stopover flying home year ago room fine could see pool beach arrived late take advantage reported year ago evening buffet one finest outside vegas eaten quite years decided next time mumbai would book couple nights use pool etc enjoy extensive buffet change buffet gone superb poor expensive luxury foods steaks prawns sushi many gone limited non indian choices choices looked unappetising basically buffet consisted cheaper foods would fill quickly pasta rice breads could heaped,1
1324,far best hotel stayed india great quality food lovely decor bedrooms excellent service times great choice inhouse restaurants especially desanzi close bollywood actors residents,1
1325,always stay fly mumbai hotel beautiful well appointed rooms spacious beds comfortable electric outlets well placed shower pressure temperature perfect great pool pool deck take sun access beach stay close resort watched security cameras careful beach lot beggars peddlers dont bring valuables onto beach hotel hot spot bollywood stars keep eyes bound see someone,1
1326,stayed two nights visiting one best place india world taj mahal palace review might little bias comparison places identity yes rooms little small compare taj busy place lots events mega events gives chance get luck rub shoulder famous names celebrity get glimpse bollywood known names picture one best music composer industry breakfast included stay die eating wont able finish everything got everything freshly made many things made order got variety foods four corners india around,1
1327,jw marriot ju hu beach mumbai dear mr nambiar recent stay hotel simply experience remember many years come would consider well travelled felt necessary occasion put pen paper speak thank staff exceptional stay smooth efficient security checks vehicles people entering hotel complex warm welcome afforded concierge front desk testament hotels professional standards reflected throughout hotel members staff team personally humbled people speaking language giving exemplarily service puts marker others believe hotel flag ship others,1
1328,hated butter chicken night price exorbitant quality sucked big time also naans rubbery bad extremely poor quality service price asked,2
1329,stayed jw marriott juhu couple days business trip mumbai arrived hour checkin time hotel staff welcoming checked promptly given room floor escorted itthe hostess made sure comfortable room partial view ocean fantastic room comfortable added breakfast dinner package booking treat breakfast buffet world class combination indian continental treatsa huge spread temple fest celebrated restaurant dinner marked huge vegetarian spread best cuisines various indian states international,1
1330,beautiful hotel moment walk know something special booked executive room lounge access rooms modern spacious breakfast amazing one best look shefali go way help spa amazing experience yasmeen made sure location shops santa cruz juhu beach activities cant go wrong thank jw marriott memorable stay,1
1331,stayed hotel many times definitely one alltime favourites rooms scrupulously clean well equipped always get good nights sleep hotel right juhu beach great views beach ocean pools lovely breakfast world choices hotel ive friendly staff hand cook favourite omelette eggs like,1
1332,jw marriott hotel juhu probably best hotel find mumbai low prices high standards quality several restaurants one positives food delicious would recommend staying hitel visiting great city mumbai,1
1333,orthopedic conference food average plus luckily opted general buffet stunning several sea foods options pleasantly surprised well satiated,1
1334,many times get consistent service every time love restaurants variety dishes one favourite spice buffet also great breakfast,1
1335,place momentum classy done triadvisor done lot enjoy hotels boking trip asvisor execellent mumbai near andheri enjoy lot,1
1336,stayed end india trip review isnt knock quality hotel business practices review hotel itd star review accommodating friendly staff clean common areas fantastic breakfast every morning fitness facilities top notch well used steam room every day even morning left heads health club locals well get little crowded mornings room neat clean shower rooms stuff dreams overall id recommend hotel visitors looking stay juhu beach area nowthe bad side got alarming email hotel,1
1337,stayed week experienced luxury would expect marriott room stunning great sea view staff friendly plenty facilities site including great restaurants wonderful hairdressers spa great pool areas kept immaculate stocked water towels cant wait next visit,1
1338,mahi jw marriot perfect party place juhu mumbai nice ambience great staff made memorable eternal cultural feeling enter property great place corporate family event,1
1339,went hotel nights arrived morning let us room relax rooms got ready sent lovely masala tea waited really needed rooms spacious everything needed staff credit hotel really impressed staff polite attentive breakfast brilliant loved stay hotel like sea food would recommend go mahesh lunch house road would recommend hotel,1
1340,moment walk lobby pure opulence staff friendly always helpful selection wine spirits bar nothing top notch glenlivet old johnnie walker platinum etc rooms amazing impressed see bose wave system never incredible sound hotel room food delicious hotel several restaurants within favorite part infinity pool also salt water kids pool buddha structures along area cement lounge chairs pool allow full relaxation gym incredible staff willing put workout together day wifi worked without hiccup hotel self contained pretty much self sufficient business,1
1341,really nothing negative say hotel lives jw brand staff accommodating friendly food buffet amazing wide range foods breakfast lunch dinner buffets place stay mumbai rooms spacious air condition works well size room jw thought everything guest needs provided,1
1342,regular visitor years propertyits always welcoming provides pulse mumbai visitors like non resident indians ideal location shopping activities service good rarely complained,1
1343,salud 🙌🏼 best lake view rooms city bombay baking company best ever quick bites soon enter wooh view ecstatic irresistible best city could 👌🏼🍾,1
1344,business meeting recently j w marriott juhu elegant interiors top class coffee shops hospitable staff apt business meeting though bit expensive side worth luxury,1
1345,found one thing complain hotel numerous wonderful things say hotel classy arrived checkin smooth ones big thank zaif let us access rooms straight away instead wait till official checkin time kindly allowed us complimentary breakfast great customer service welcome long journey first time staying thoroughly enjoyed stay breakfast buffet excellent rooms well appointed comfortable bed nice shower hotel kept clean property grand elegantly designed sous chef dvipal mehta made day providing special cake,1
1346,probably best hotel ive stayed mumbai rooms luxurious well equipped shame swimming pool cold use comfortably hotel feels world away surrounding area surrounding area needs lot work feel like wealthy enclave meant road outside shabby dangerous perhaps hotel could influence improving,1
1347,husband stayed night amazing experience rooms luxurious breakfast awesome totally recommend people breakfast jw mumbai great variety best part stay spa please book spa session staff professional great spa experience overall stay luxurious highly recommend,1
1348,marriott juhu beach nice probably would struggle achieve star rating many countries room stayed twin even booking king room pitched upgrade know wasnt room recently refurbished appearance cleaning poor scum around floor drain dried toilet paper seat toilet instant turn restaurants breakfast buffet included room great dined japanese restaurant food great servers little absent need wave get attention actually didnt mind pool area doesnt liquor license think would like cool beer sticky mumbai day bad,1
1349,lovely hotel staff really try best couldnt give hotel better rating small issues stay room clean well presented however noise levels nights extremely high functionsparties dont sound proof windows could hear music especially base around nights wasnt massive issue disturb little bit issue laundry service took resolve company pay laundry hotels confirmed upon check however next day laundry ready told pay cash order get back went front desk resolve situation,1
1350,beautiful property juhu grand appeal look feel hotel awesome restaurant one take downward staircase royal appeal food good rooms impressive modern,1
1351,second stay jw marriott juhu hope next conference mumbai held hotel love room love staff excellent breakfast dinner buffet good conference facilities including good food technical assistance working ac garden pool nice easy access beach nice swimming dirty good walk along locals nearby hotel exciting temple short walk take tukuk coffee shop hotel sells good coffee interesting sandwiches airport transfers organized hotel always worked well comfortable air conditioned cars friendly helpful driver hope return hotel love jw marriott mumbai juhu,1
1352,like staff rooms much however cant say kitchen order la carte menu takes min minutes cook anything nice view cosy clean rooms polite staff would def stay,1
1353,ive stayed jw juhu work end recent holiday lovely hotel nice bar areas good restaurant friendly staff nice bedrooms welllocated head lively areas bandra pool fantastic area chill get rare sunny day city,1
1354,jw marriott stunning hotel amazing staff really enough moment arrive greeted friendly hello staff walking grand entrance beautiful hotel said hotel beautiful facilities really nice pool gym hotel everything need would highlu recommend trip bombay bakery cakes drinks offer stunning staff make hotel isnt anything big small wont people clean room staff walking around friendly always smile face away family business made bit easier room dining staff amazing,1
1355,hotel far one best hotels stayed staff friendly attentive needs requirements house keeping staff always went beyond make stay easy possible mangesh star always made sure happy everything need anything extra food good room dining service efficient friendly hotel clean everyone efficient good jobrole pool staff good always hand everything sachin always help towel sun lounger make sure everything needed away home normal comforts reach made feel relaxed home away home,1
1356,used much better lobby smells eggs food time days become unbearable hotel evening becomes boring nothing entertainment issues breakfast hall asked table empty told reserved ask another one said reserved well strange asked book tomorrow said cant means booking reserving system tables eympty teill left one came reserved tables left time close really felt bad unsatisfied rooms ok matters overused well pillows housekeeping great mr jazib hussain really nice helpful gym,1
1357,years since stayed jw marriott juhu beach mumbai hotel much different athmosphere genuine india empire seaview room view amazing rooms nice bed comfortable breakfast buffet great japanese tapas resturant visit place wow dinner delicate presented general score socs amazing location price food service room pool bed looking forward back,1
1358,overall good hotel great service rooms clean modern well maintained staff always helpful attentive needs great gym nice travel staff help training needed ate buffet restaurant lunch good choice indian international dishes good quality hotel beautifully landscaped pool area havent chance enjoy yet lots good restaurants close hotel well overall good place stay mumbai airportdepending time day,1
1359,many positive experiences jw marriott juhu written many positive reviews past also bombay baking company within hotel thats painful leave negative review sadly however taken credit card receipt shows supposed take feel violated result used uk credit card pay numerous meals lotus cafe bombay baking company within hotel meals good elected pay indian rupees advised credit card company amount rupees gets debited card banks exchange rate day merchants rate usually far worse elect pay pounds despite,1
1360,staying jw sahar high expectations jw marriott juhu definitely met rooms old tiny hardly space place suitcase service decent great upon checkout informed must pay internet even though marriott rewards members calling marriott resolved money refunded hotel wants charge everything cheat customers money would recommend hotel anyone,1
1361,stayed january early birthday treat whilst travelling india location amazing beach close main attractions wanted visit first room offered lower floor wasnt nicest rooms asked change done within hour second room lovely partial view sea power shower great like extras gave bathroom mouthwash great touch dined italian indian restaurant italian really nice cocktails werent great birthday bought cake highly allergic even though stated nut allergy waitress stated thought,1
1362,getting arrived took prepaid taxi arranged exit airport cost adults child large suitcase carryons needed large people carrier mins drive arrived checkin smooth ones big thank akshay let us access rooms straight away instead wait till official checkin time kindly allowed us complimentary breakfast great customer service welcome long journey first time staying majority reviews thoroughly enjoyed stay breakfast buffet excellent rooms well appointed comfortable bed nice shower hotel kept,1
1363,hotel offers one free airport pick drop havent india years shocked car free wifi told us get car outside hotel return back airport usd hotel grounds beautiful clean fresh unfortunately beach extremely dirty pollution land air horrid husband got sick smell plastic burning garbage fires constantly burning area got hotel late evening restaurant downstairs still open believe hours food good nice drink full day traveling breakfast buffet plentiful lots options one thing remember,1
1364,probably marriotts best hotel india location juhu beach one best beaches mumbai makes property even attractive walk lobby amazed stunning view ocean front well hotels internal architecture decor hotel offers best beach resort upscale business hotel service match impressed service staff restaurants wonderful place stay mumbai,1
1365,wonderful stay four days rooms although little small side clean bright extremely comfortable breakfast one missed many different varieties doubt would find something dont like dashanzi amazing food ever tasted good get doggy bag would highly recommend edamame infused tofu spa amazing one best massages ever however wait time little long ruined awful customer service received upon check confusion charged cousins room thought cleared got home saw charged two rooms one thinking could,1
1366,found one thing complain hotel numerous wonderful things say hotel classy thanks front desk manager siddharth chitnis given room lovely sea view need go anywhere sit room sipping coffee drink minibar watch sun going breakfast fit maharaja dont forget try freshly baked crossiants come adjacent oven sous chef dvipal mehta made day making us worlds best channa bhatura unlike normal bhaturas ones made dvipal wellfried crispy thin sides,1
1367,visit jw marriott juhu stayed taj lands end years ago welcome checkin room assistance great ate dinner saffron received amazing service thank making stay wonderful,1
1368,mistake come dine lotus cafe dinner time service poor chef amar singh quite unhelpful unwilling bad options bad quality food high priced staff uninformed serving simple thing asking chef make something non spicy got cold response many managers yet care make dining experience better avoidable,2
1369,review last stay jwmarriott juhu feb annual trip india stay excellent year writing review stay thank people involved making pleasant front desk checked mehul made sure went smooth made things convenient us throughout stay friendly polite gaurav front desk also helped us always enquired wellbeing stay lotus cafeour favourite spot hotelthere many whose service hospitality deserve special mention rudolph sohum aniket pranav nilesh sunny stood friendliness special mention avinash krupeshit pleasure seated,1
1370,fantastic hotel rooms service also excellent breakfast lotus cafe awesome delicious yummy lounge also good overall stay good foodie like hotel restaurants,1
1371,stayed jw marriott times always bumped lot bollywood celebsits huge property right famous juhu beachrooms good size verg well furnished marriott breakfasts always good lot varietiesthis time taken half board included dinner alsohuge variety desserts amazing gym swimmimng pool also missed,1
1372,brief following points checkin took around hour room insulated sound proof cannot sleep night quite rooms one end corridor walk long distance elevator food buffet good past less variety staff friendly old decoration wallpaper many locations teared,1
1373,staff exceptional anything restaurant club served us closing hours chef downstairs packed us special lunch go waffle maker sunday brunch outdid nearly everyone else spa swimming pool also wonderful best fit weeks worth activities hour stay highly recommend glitches trouble key fob room didnt always work elevator room door,1
1374,amazing experience possible leave place bored highly recommend would definitely want pleasant stay good ideal place someone stay meal jw marriott juhu,1
1375,second time marriott first visit march hotel full nye holiday makers busy couldnt really tell though welcome front door polite welcoming annoyed gentleman named wasim believe checked husband polite husband pointed said maam staying angry point replied think im staying ignored carried sea facing room cool design room terrible whole contemporary design bathroom wrong sliding doors nuisance bed uncomfortable asked mattress changed,2
1376,wonderfull place hectic city mumbai jw really great place relax busy day mumbai room ver spacious modern equipped everything need restaurant offers great varity food bar ultimate place ok,1
1377,stayed one night jw marriott juhu requested upgrade suite basis gold status graciously obliged received executive juhu beach suite came spectacular view juhu beach even bathtub small selection indian sweets plenty space relax property grand elegantly designed swimming pools beautiful well maintained lawn,1
1378,stay marriott nov rooms nice sea view gud fast service support requestsonly negative felt one accompanied room heck inchecking solo without prior booking felt like crime face receptionistalso key problem able open room cardlater resolvedbut negatives least expected marriottanyway totally goodmy second second stay marriott,2
1379,due missed connection stayed place wish taken pictures rooms amazing large convenience staying close airport restaurant served buffet dinner good spread food never tasted lamb chicken pickle,1
1380,absolute favorite hotel stay really everything right beginning end service wonderful check fast upgraded presidential suite gold elite member room surpassed expectations take bath looking arabian see sunset blissful saif took great care printing boarding passes getting check right away etc westerner americans area always worried kind bed going sleep clean food areas jw marriot excels lobby wonderful atmosphere beautiful art exhibit santish gupta inspirational love flower bed displays stairs heading lower level head,1
1381,visited hotel times please warned standards slipping touch hotel discuss exact issues obviously cannot fix past lets hope improve,1
1382,cusine hotel jw marriott tasty mouth watering room better view room great staff well behaved nice great hotel love visit,1
1383,review based recent stay hotel mumbai started stay bedding provided adult even booking suggested expensive suite due new year celebrations excuse lights ac room broken could fixed repetitive complaints visit engineers sleep cold bright rooms stay even basic food menu could provided eg french fries yogurt coconut water due stock excuse time took minimum get food table types breads beyond consumption unless like chewing gums type breads miscommunication management staff resulted foodchocolates,2
1384,hotel decorated beautifully always breakfast amazing enough time watch birds executive lounge mesmerizing nice place drink watch water beach,1
1385,excellent stay jw marriot last month way back ahmedabad south found entire staff hotel helpful courteous well mannered always ready help us anytime anywhere checkin delayed minutes room ready compensate delay offered complimentary tea coffee coffee bar bbc opposite reception also given complimentary bouquet cake marriage anniversary never imagined fitness center also nice also one find lots eateries nearby hotel want try outside food would like repeat stay time future,1
1386,visited december nice sea facing rooms hotel extensive lobby area beautifully decorated lovely pool spa area next gym wonderful selection food buffet lunch staff polite helpful,1
1387,positive friendly staff specially priynaka front offic room well maintained shower pressure great negative spent inr check assured points post way posts us however yet posted chasing us customer service turn awaiting invoices hotel access online invoices send scanned copy invoices written jw mumbai happily ignore email platinum elite member stays marriott almost every week would easily get points spend doubt get reason l every staying going get points,1
1388,superb ocean view rooms large infinity pool centrally located good service good veg biryani nihari saffron lovely lamb chops dashanzi good italian mezzo lamb chops pizzas tiramisu large buffet cold stone ice cream recommended spices good chinese dimsums good breakfast choices,1
1389,favorite breakfast buffet sunday spread unmatched needs enjoyed leisure dozen times still get tired spread normally begin fruit juice followed fresh bread cheese walking around checking live counters survey done actual session begins crisp dosa puri sabzi parantha washed juice coffee bit relaxing eggs sausages fresh breadtoast tried finally java sweet bun preserves round,1
1390,occasion spend time coffee shop jwm good service courteous staff excellent varieties tea breakfast afternoon evening teas lobby well decorated sculptures shri satish hotel well decorated welcoming new year,1
1391,second time staying jw mariottthe first time eight years ago hotel changed much since terms lobby decor everything well maintained hotel impeccably clean even though full capacity rooms bit dated clean comfortable breakfast hotel world many optionsits often difficult choose options look taste really good south indian breakfast english breakfast healthy options waffle station cake station fruityou name compliant would service restaurant good years ago ask items number times however restaurant,1
1392,nights wife great experience breakfast absolutely amazing food saffron great service must recommend property spa pool fantastic,1
1393,typing message whilst staying property must eager get message considering hotel warned cannot served alcoholic drinks outdoor facility ie swimming pool fact outdoor facility offer alone ensured thatll never come back rest hotel much decent hotel offer anything would blow mind actually incredibly boring breakfast hotel rates stars throughout whole india wardrobe space premier rooms pathetic ac unit adjacently bed louder much disturbs sleep know review,2
1394,one higher class bookings upgraded executive suite one sweetest experiences ive wife enroute honeymoon perfect beginning trip could asked cake flowers personalised note hotel staff access executive lounge throughout room sea view die room cleanliness near perfect professional courteous staff wooed us throughout minor hiccups like weighing machine room working minor stains beddings rustiness room chaos lotus cafe breakfast didnt matter much larger scheme life thoroughly enjoyed stay,1
1395,big beautiful hotel many roomsso might face problems reaching ocean facing room since far lift service slow checking took around half hour slow room service huge line breakfast may crowded coz christmas eve shud managed overall ok experience,1
1396,everything hotel amazing stay stayed october october late check airport transportation hotel via bmw series driver professional breakfast hotel superb love instrumental bollywood indian music playing stayed holiday durga puja season festival walking distance hotel great time shopping book store found wonderful childrens book india brought back copies us love swimming swimming pool walking beach easy hotel jw brand spectacular india id surely come back superb property,1
1397,stayed dec staying last dramatic improvements landscaping facing sea fb servicesthe menu lotus cafe scope improvement front office concierge desk excelled services special mention mr abhijeet siddarth chitnis kyle respect general manager great job true sample excellent hospitality,1
1398,excellent location juhu beach beautiful swimming pools garden executive lounge excellent service par excellence large selection good food busy hotel many bollywood clientelle tourists excellent housekeeping service hotel excellent gym trainers personalized training may difficult find due large number guests,1
1399,first time stayed rooms great locations pefrect room service another level love go next time also enjoyed spa services provided house guest,1
1400,property might princely jw anymore rooms outdated ie broken weight scale plugs etc resort showing age throughout facilities subpar compared resortshotels city compared newer jw near airport hotel subpar every way benefit arguably location honestly even ends worse traffic hours half day mumbai executive lounge offer paltry selection dinner entrees comparison jw sahar traffic time takes longer get juhu jw sahar south mumbai even bandra makes sense business stay absolutely choose jw sahar pleasure stay choose jw sahar unless,1
1401,stayed business given executive room although view beach rather obscured corner room hotel modern style bedroom reflected bathroom integral room bed comfortable room facilities good staff pleasant helpful access executive lounge complimentary food drinks included provision breakfast afternoon tea canapés drinks including alcohol happy hour evening like buffetm snacks didnt need buy food drink stay certainly worth considering upgrading main restaurant wide variety food choices large felt like,1
1402,trip awesome jw fabulous experience staying hotel staff cordial ready take requests b visiting soonthank perfection word,1
1403,short stay december one juhus prestigious hotels marriott rewards member also staff member one marriotts program partners entitled special rate quite attractive booking process done directly online marriott website fairly simple also entitled airport transfer part package requesting hotel readily offered airport pickup uniformed chauffeur hotel waiting arrivals hall mumbai airport spicandspan stateoftheart audi checkin quick reception pretty empty room impressive although little outdated allocated room partial sea,1
1404,property well decade old still continues maintain new feeling huge lobby great variety restaurants stunning swimming pool really sum make one preferred hotels mumbai dashanzi new panasian restobar try bbc must cake sandwich lovers,1
1405,arrived welcomed warmly staff time visit art exhibit boddavistaswe met front office manager aptly named siddharth staff ushered us lounge got room upgrade ready staff lounge charming helpful widely exceeding expectations food breakfast buffet incredible saffron restaurant great place relax leaving india well done gm assembling team,1
1406,one beautiful scene seen seaside ambiance good staff hotel good professional well good stay overall four half stars give,1
1407,arrived mumbai proceeded jw marriott juhu check process went smoothly rooms able put us next since arrived around decided light dinner coffee shop kids ordered pizza kababs beer food good beer cold spent nights service wonderful rooms clean attendants wonderful job breakfast buffet amazing something everyone one night didnt energy go dinner enjoyed wonderful indian food saffron located downstairs hotel look forward visiting great hotel,1
1408,best lunch ever wonderful lunch buffet spread amazing choice foods condiments loved garlic achar chefs amazing job difficult overeat finished great coffee favourite fruits really made memorable last lunch india trip worthy every penny,1
1409,expected probably best hotel stay terms service location amazing breakfast every cuisine imaginable friendly staff got upgraded gardenview room really best restaurants drinks bit expensive side disappointed nightclub longer locally excellent attractions beach perfect,1
1410,lifetime platinum marriott want hotel convenient caters business needs fast internet spacious roomsnice lounge responsive staff jw great responsive team good services dynamite location doesnt hurt see glitzy bollywood types walking lobby great stay,1
1411,stayed marriott november year old mother law frail needs ongoing support booked two non smoking club rooms months arrival paid full given mother laws needs requested interconnecting rooms next request reconfirmed morning arrival assured would met however arrival allocated two rooms quite distance smoking rooms well complained told nothing could done hotel full frustration lasted hour exhausted elderly cope well resolved akansha sen took case upgraded suite next door mother,1
1412,service amazing driver picked us airport even cars wifi welcome got arrived hotel manager greeted us took us room free breakfast morning great gym nice new equipment also free cocktail hour night would definitely stay,1
1413,hotel provides great service room top notch clean comfortable cleaned daily high standard room temperature cooler side playing around climate control interface seem increase temperature prompt call housekeeping made promise send engineer look issue never came fruition clear need improve communication levels buffet breakfast simply superb,1
1414,say staying jw marriott juhu several occasions last years noticed quality services started decrease may starts main areas upper managers ignore overcrowded executive lounge allowing night parties rooms type food lotus cafe every single day lack proper training staff rooms clean properly cases managers ignoring recommendation suggestion made liked view nice facility management need improve quality staff,1
1415,one best hotels city located prime location food lotus cafe delicious rooms exquisite far airport located along beach side,1
1416,spectacular place greeted friendly staff lots house restaurants afford try get upgrade executive room located floor hotelyou sea facing swimming pool view per pictures room luxurious room room service first class upgrade offer privileges executive lounge breakfast highstea precanapés cocktail hours complimentary teacoffee soft beverages complimentary wireless internet station complimentary boardroom facility house library provide transport airport one way privileges set timing allowed use set timing start,1
1417,stayed jw marriott year running two young boys wife travelling business states initial problems room immediately sorted siddarth chitnis eyes exceptional front desk manager given attention treated special guests including free upgrade issues faced visiting,1
1418,one best hotel mumbai love ṭo visit space rooms amazing strongly say whoever plan visit jw cab go book specially food hospitality good love,1
1419,hotel well located juhu beach staff attentive helpful hotel arranged us driver polite always time knew best places shop went wedding shopping restaurants served amazing food breakfast far one best selection ever seen star hotel back soon nb ensure claim free one way transfer airport hotel,1
1420,one best place ever swimming pool beautiful pool looks like connected sea amazing food coffee shop ossump staff helpful attentive good place visit,1
